file,age,gender,race,age_label,gender_label,race_label
train/348.jpg,0-2,Female,White,0,0,6
train/356.jpg,0-2,Female,Southeast Asian,0,0,5
train/369.jpg,40-49,Female,East Asian,5,0,1
train/375.jpg,30-39,Male,Indian,4,1,2
train/378.jpg,30-39,Male,Southeast Asian,4,1,5
train/381.jpg,30-39,Female,Middle Eastern,4,0,4
train/385.jpg,40-49,Male,Middle Eastern,5,1,4
train/389.jpg,30-39,Female,East Asian,4,0,1
train/396.jpg,20-29,Female,White,2,0,6
train/398.jpg,50-59,Male,East Asian,6,1,1
train/399.jpg,10-19,Female,Middle Eastern,1,0,4
train/405.jpg,20-29,Female,Latino,2,0,3
train/412.jpg,3-9,Male,East Asian,3,1,1
train/419.jpg,30-39,Male,White,4,1,6
train/422.jpg,10-19,Male,East Asian,1,1,1
train/437.jpg,0-2,Male,Indian,0,1,2
train/447.jpg,40-49,Female,Black,5,0,0
train/453.jpg,40-49,Female,Southeast Asian,5,0,5
train/458.jpg,0-2,Female,Latino,0,0,3
train/481.jpg,50-59,Female,East Asian,6,0,1
train/490.jpg,30-39,Female,East Asian,4,0,1
train/495.jpg,30-39,Male,White,4,1,6
train/499.jpg,40-49,Female,East Asian,5,0,1
train/502.jpg,0-2,Female,White,0,0,6
train/503.jpg,3-9,Female,Latino,3,0,3
train/506.jpg,0-2,Female,Indian,0,0,2
train/513.jpg,10-19,Male,Southeast Asian,1,1,5
train/525.jpg,40-49,Male,Black,5,1,0
train/526.jpg,40-49,Female,Black,5,0,0
train/535.jpg,30-39,Female,Black,4,0,0
train/538.jpg,50-59,Female,White,6,0,6
train/540.jpg,40-49,Male,Black,5,1,0
train/550.jpg,50-59,Male,Latino,6,1,3
train/558.jpg,3-9,Male,Indian,3,1,2
train/569.jpg,50-59,Male,Indian,6,1,2
train/575.jpg,10-19,Female,Middle Eastern,1,0,4
train/581.jpg,3-9,Male,East Asian,3,1,1
train/584.jpg,40-49,Male,East Asian,5,1,1
train/589.jpg,10-19,Female,Black,1,0,0
train/590.jpg,50-59,Female,Southeast Asian,6,0,5
train/594.jpg,10-19,Female,Latino,1,0,3
train/602.jpg,50-59,Female,White,6,0,6
train/611.jpg,50-59,Male,Middle Eastern,6,1,4
train/619.jpg,60+,Female,East Asian,7,0,1
train/625.jpg,20-29,Female,Latino,2,0,3
train/633.jpg,10-19,Male,Latino,1,1,3
train/635.jpg,3-9,Male,Southeast Asian,3,1,5
train/638.jpg,10-19,Female,East Asian,1,0,1
train/639.jpg,20-29,Male,Latino,2,1,3
train/654.jpg,50-59,Male,Black,6,1,0
train/655.jpg,10-19,Male,Indian,1,1,2
train/668.jpg,30-39,Male,Middle Eastern,4,1,4
train/670.jpg,20-29,Male,Indian,2,1,2
train/685.jpg,30-39,Female,Southeast Asian,4,0,5
train/692.jpg,20-29,Male,East Asian,2,1,1
train/699.jpg,40-49,Male,White,5,1,6
train/715.jpg,30-39,Male,Indian,4,1,2
train/720.jpg,60+,Female,Southeast Asian,7,0,5
train/725.jpg,0-2,Female,White,0,0,6
train/727.jpg,10-19,Female,Middle Eastern,1,0,4
train/735.jpg,0-2,Male,East Asian,0,1,1
train/738.jpg,40-49,Male,Latino,5,1,3
train/746.jpg,40-49,Female,Latino,5,0,3
train/747.jpg,3-9,Male,Indian,3,1,2
train/751.jpg,3-9,Male,White,3,1,6
train/755.jpg,60+,Female,Indian,7,0,2
train/787.jpg,40-49,Male,Indian,5,1,2
train/789.jpg,40-49,Male,Indian,5,1,2
train/799.jpg,50-59,Male,Southeast Asian,6,1,5
train/801.jpg,50-59,Male,Black,6,1,0
train/804.jpg,10-19,Male,East Asian,1,1,1
train/807.jpg,10-19,Female,White,1,0,6
train/813.jpg,50-59,Male,Latino,6,1,3
train/831.jpg,20-29,Female,Black,2,0,0
train/841.jpg,40-49,Male,Black,5,1,0
train/845.jpg,3-9,Female,White,3,0,6
train/854.jpg,30-39,Female,Indian,4,0,2
train/868.jpg,0-2,Female,Indian,0,0,2
train/876.jpg,3-9,Male,Southeast Asian,3,1,5
train/877.jpg,20-29,Female,Southeast Asian,2,0,5
train/881.jpg,50-59,Female,East Asian,6,0,1
train/882.jpg,50-59,Female,Middle Eastern,6,0,4
train/908.jpg,10-19,Female,Middle Eastern,1,0,4
train/921.jpg,50-59,Female,Latino,6,0,3
train/925.jpg,40-49,Male,White,5,1,6
train/931.jpg,10-19,Male,White,1,1,6
train/941.jpg,30-39,Female,East Asian,4,0,1
train/944.jpg,60+,Female,Southeast Asian,7,0,5
train/947.jpg,3-9,Female,Black,3,0,0
train/948.jpg,10-19,Female,White,1,0,6
train/957.jpg,30-39,Female,Latino,4,0,3
train/977.jpg,3-9,Male,Middle Eastern,3,1,4
train/986.jpg,40-49,Female,East Asian,5,0,1
train/996.jpg,10-19,Male,Southeast Asian,1,1,5
train/1001.jpg,40-49,Male,Black,5,1,0
train/1005.jpg,50-59,Male,East Asian,6,1,1
train/1009.jpg,0-2,Female,East Asian,0,0,1
train/1015.jpg,60+,Female,East Asian,7,0,1
train/1020.jpg,10-19,Female,Black,1,0,0
train/1023.jpg,30-39,Female,Latino,4,0,3
train/1029.jpg,20-29,Male,Black,2,1,0
train/1031.jpg,10-19,Male,Middle Eastern,1,1,4
train/1032.jpg,50-59,Male,Latino,6,1,3
train/1035.jpg,20-29,Male,Middle Eastern,2,1,4
train/1041.jpg,30-39,Female,Middle Eastern,4,0,4
train/1043.jpg,50-59,Female,Latino,6,0,3
train/1047.jpg,60+,Male,Indian,7,1,2
train/1052.jpg,0-2,Female,Southeast Asian,0,0,5
train/1059.jpg,60+,Female,Black,7,0,0
train/1068.jpg,50-59,Male,Black,6,1,0
train/1071.jpg,50-59,Male,Black,6,1,0
train/1083.jpg,30-39,Female,Southeast Asian,4,0,5
train/1092.jpg,3-9,Female,Latino,3,0,3
train/1109.jpg,0-2,Female,White,0,0,6
train/1110.jpg,40-49,Female,White,5,0,6
train/1117.jpg,0-2,Female,East Asian,0,0,1
train/1118.jpg,50-59,Female,Black,6,0,0
train/1119.jpg,3-9,Male,Latino,3,1,3
train/1139.jpg,40-49,Female,East Asian,5,0,1
train/1159.jpg,3-9,Female,Latino,3,0,3
train/1163.jpg,10-19,Male,Black,1,1,0
train/1177.jpg,0-2,Male,East Asian,0,1,1
train/1181.jpg,10-19,Male,Indian,1,1,2
train/1184.jpg,3-9,Male,Latino,3,1,3
train/1185.jpg,10-19,Female,Southeast Asian,1,0,5
train/1192.jpg,30-39,Male,Middle Eastern,4,1,4
train/1202.jpg,50-59,Female,Indian,6,0,2
train/1209.jpg,0-2,Male,Indian,0,1,2
train/1210.jpg,10-19,Male,Southeast Asian,1,1,5
train/1212.jpg,0-2,Male,Black,0,1,0
train/1221.jpg,20-29,Female,Southeast Asian,2,0,5
train/1235.jpg,30-39,Male,Middle Eastern,4,1,4
train/1247.jpg,20-29,Male,Black,2,1,0
train/1250.jpg,20-29,Female,Black,2,0,0
train/1253.jpg,60+,Male,Latino,7,1,3
train/1254.jpg,10-19,Male,White,1,1,6
train/1276.jpg,50-59,Female,Latino,6,0,3
train/1277.jpg,30-39,Female,Latino,4,0,3
train/1282.jpg,30-39,Female,Black,4,0,0
train/1287.jpg,50-59,Male,Southeast Asian,6,1,5
train/1295.jpg,40-49,Male,Latino,5,1,3
train/1301.jpg,20-29,Female,White,2,0,6
train/1303.jpg,0-2,Female,Indian,0,0,2
train/1306.jpg,60+,Male,Latino,7,1,3
train/1319.jpg,10-19,Female,Latino,1,0,3
train/1335.jpg,20-29,Male,Latino,2,1,3
train/1336.jpg,60+,Female,Indian,7,0,2
train/1347.jpg,50-59,Male,White,6,1,6
train/1352.jpg,50-59,Male,Middle Eastern,6,1,4
train/1366.jpg,40-49,Male,Indian,5,1,2
train/1372.jpg,50-59,Female,White,6,0,6
train/1391.jpg,60+,Male,White,7,1,6
train/1396.jpg,10-19,Female,East Asian,1,0,1
train/1399.jpg,30-39,Female,Latino,4,0,3
train/1414.jpg,30-39,Male,Latino,4,1,3
train/1415.jpg,10-19,Female,Latino,1,0,3
train/1416.jpg,0-2,Male,East Asian,0,1,1
train/1425.jpg,10-19,Male,Black,1,1,0
train/1433.jpg,20-29,Female,Southeast Asian,2,0,5
train/1437.jpg,10-19,Female,Indian,1,0,2
train/1445.jpg,30-39,Male,White,4,1,6
train/1451.jpg,50-59,Female,Southeast Asian,6,0,5
train/1454.jpg,10-19,Female,East Asian,1,0,1
train/1458.jpg,30-39,Female,Middle Eastern,4,0,4
train/1459.jpg,60+,Female,Latino,7,0,3
train/1463.jpg,40-49,Male,White,5,1,6
train/1464.jpg,50-59,Female,Latino,6,0,3
train/1477.jpg,40-49,Female,Black,5,0,0
train/1485.jpg,0-2,Female,Black,0,0,0
train/1489.jpg,20-29,Female,Indian,2,0,2
train/1493.jpg,50-59,Female,Southeast Asian,6,0,5
train/1494.jpg,50-59,Male,Southeast Asian,6,1,5
train/1496.jpg,50-59,Female,White,6,0,6
train/1499.jpg,10-19,Female,Latino,1,0,3
train/1503.jpg,50-59,Female,Latino,6,0,3
train/1519.jpg,50-59,Male,Black,6,1,0
train/1529.jpg,10-19,Male,Black,1,1,0
train/1539.jpg,50-59,Female,Black,6,0,0
train/1544.jpg,10-19,Male,Indian,1,1,2
train/1547.jpg,20-29,Male,Indian,2,1,2
train/1564.jpg,10-19,Female,Southeast Asian,1,0,5
train/1572.jpg,20-29,Male,Middle Eastern,2,1,4
train/1575.jpg,40-49,Male,White,5,1,6
train/1580.jpg,30-39,Female,Southeast Asian,4,0,5
train/1587.jpg,40-49,Female,White,5,0,6
train/1595.jpg,50-59,Female,Middle Eastern,6,0,4
train/1598.jpg,30-39,Female,Middle Eastern,4,0,4
train/1601.jpg,10-19,Male,East Asian,1,1,1
train/1607.jpg,3-9,Male,Latino,3,1,3
train/1609.jpg,30-39,Male,Southeast Asian,4,1,5
train/1613.jpg,20-29,Female,Middle Eastern,2,0,4
train/1617.jpg,0-2,Male,East Asian,0,1,1
train/1623.jpg,10-19,Female,Latino,1,0,3
train/1626.jpg,3-9,Male,Latino,3,1,3
train/1635.jpg,3-9,Female,East Asian,3,0,1
train/1640.jpg,10-19,Female,Latino,1,0,3
train/1647.jpg,0-2,Male,Indian,0,1,2
train/1648.jpg,50-59,Male,Middle Eastern,6,1,4
train/1655.jpg,10-19,Female,Latino,1,0,3
train/1656.jpg,10-19,Female,Middle Eastern,1,0,4
train/1657.jpg,0-2,Female,Latino,0,0,3
train/1660.jpg,60+,Male,Indian,7,1,2
train/1666.jpg,3-9,Female,Black,3,0,0
train/1675.jpg,0-2,Male,East Asian,0,1,1
train/1677.jpg,20-29,Female,Middle Eastern,2,0,4
train/1689.jpg,30-39,Male,Middle Eastern,4,1,4
train/1697.jpg,20-29,Female,White,2,0,6
train/1709.jpg,0-2,Male,White,0,1,6
train/1711.jpg,20-29,Male,East Asian,2,1,1
train/1720.jpg,3-9,Male,Black,3,1,0
train/1723.jpg,3-9,Female,Middle Eastern,3,0,4
train/1729.jpg,20-29,Male,White,2,1,6
train/1739.jpg,60+,Female,Latino,7,0,3
train/1750.jpg,20-29,Female,Middle Eastern,2,0,4
train/1756.jpg,30-39,Female,Black,4,0,0
train/1761.jpg,60+,Male,White,7,1,6
train/1786.jpg,50-59,Male,White,6,1,6
train/1797.jpg,50-59,Male,Latino,6,1,3
train/1811.jpg,10-19,Male,Middle Eastern,1,1,4
train/1812.jpg,10-19,Female,Black,1,0,0
train/1813.jpg,30-39,Female,Latino,4,0,3
train/1819.jpg,0-2,Male,East Asian,0,1,1
train/1824.jpg,30-39,Male,White,4,1,6
train/1836.jpg,10-19,Female,White,1,0,6
train/1838.jpg,10-19,Male,White,1,1,6
train/1843.jpg,20-29,Female,Middle Eastern,2,0,4
train/1846.jpg,10-19,Male,Latino,1,1,3
train/1855.jpg,60+,Male,East Asian,7,1,1
train/1868.jpg,3-9,Female,Southeast Asian,3,0,5
train/1871.jpg,60+,Male,East Asian,7,1,1
train/1872.jpg,40-49,Male,Black,5,1,0
train/1873.jpg,20-29,Female,White,2,0,6
train/1874.jpg,20-29,Male,Middle Eastern,2,1,4
train/1875.jpg,50-59,Male,Middle Eastern,6,1,4
train/1882.jpg,40-49,Female,Middle Eastern,5,0,4
train/1888.jpg,50-59,Female,Latino,6,0,3
train/1890.jpg,20-29,Male,Black,2,1,0
train/1895.jpg,0-2,Male,Middle Eastern,0,1,4
train/1899.jpg,40-49,Male,Black,5,1,0
train/1903.jpg,40-49,Female,East Asian,5,0,1
train/1905.jpg,20-29,Female,Middle Eastern,2,0,4
train/1906.jpg,40-49,Male,Middle Eastern,5,1,4
train/1911.jpg,50-59,Male,Black,6,1,0
train/1918.jpg,20-29,Male,White,2,1,6
train/1922.jpg,30-39,Female,Middle Eastern,4,0,4
train/1925.jpg,60+,Female,Latino,7,0,3
train/1926.jpg,0-2,Male,Black,0,1,0
train/1934.jpg,40-49,Female,Southeast Asian,5,0,5
train/1941.jpg,20-29,Female,East Asian,2,0,1
train/1946.jpg,60+,Female,Southeast Asian,7,0,5
train/1949.jpg,50-59,Female,Middle Eastern,6,0,4
train/1950.jpg,10-19,Male,Latino,1,1,3
train/1958.jpg,40-49,Female,Southeast Asian,5,0,5
train/1963.jpg,50-59,Female,Indian,6,0,2
train/1969.jpg,40-49,Female,Southeast Asian,5,0,5
train/1977.jpg,60+,Male,Indian,7,1,2
train/1983.jpg,30-39,Male,Southeast Asian,4,1,5
train/1989.jpg,20-29,Male,White,2,1,6
train/1995.jpg,60+,Male,East Asian,7,1,1
train/2005.jpg,60+,Male,Latino,7,1,3
train/2007.jpg,10-19,Male,Middle Eastern,1,1,4
train/2008.jpg,40-49,Male,Middle Eastern,5,1,4
train/2019.jpg,3-9,Female,Indian,3,0,2
train/2025.jpg,40-49,Male,Indian,5,1,2
train/2028.jpg,20-29,Female,Latino,2,0,3
train/2039.jpg,20-29,Male,Indian,2,1,2
train/2056.jpg,50-59,Male,Southeast Asian,6,1,5
train/2063.jpg,20-29,Male,East Asian,2,1,1
train/2067.jpg,50-59,Male,White,6,1,6
train/2068.jpg,10-19,Female,Southeast Asian,1,0,5
train/2074.jpg,60+,Male,Black,7,1,0
train/2075.jpg,60+,Male,Latino,7,1,3
train/2081.jpg,20-29,Male,Latino,2,1,3
train/2083.jpg,60+,Female,Indian,7,0,2
train/2090.jpg,40-49,Female,Indian,5,0,2
train/2108.jpg,10-19,Female,Latino,1,0,3
train/2115.jpg,30-39,Female,Middle Eastern,4,0,4
train/2116.jpg,50-59,Male,Latino,6,1,3
train/2117.jpg,50-59,Male,Latino,6,1,3
train/2123.jpg,20-29,Female,White,2,0,6
train/2137.jpg,30-39,Female,White,4,0,6
train/2162.jpg,10-19,Male,Southeast Asian,1,1,5
train/2166.jpg,10-19,Female,Indian,1,0,2
train/2170.jpg,30-39,Female,Indian,4,0,2
train/2186.jpg,20-29,Male,Southeast Asian,2,1,5
train/2192.jpg,3-9,Female,White,3,0,6
train/2196.jpg,30-39,Male,Middle Eastern,4,1,4
train/2210.jpg,30-39,Male,Middle Eastern,4,1,4
train/2212.jpg,60+,Male,Latino,7,1,3
train/2227.jpg,30-39,Female,East Asian,4,0,1
train/2233.jpg,10-19,Female,Middle Eastern,1,0,4
train/2236.jpg,40-49,Female,White,5,0,6
train/2248.jpg,30-39,Female,Black,4,0,0
train/2254.jpg,60+,Male,Middle Eastern,7,1,4
train/2256.jpg,3-9,Female,East Asian,3,0,1
train/2260.jpg,3-9,Male,Latino,3,1,3
train/2261.jpg,20-29,Female,Black,2,0,0
train/2262.jpg,3-9,Male,White,3,1,6
train/2266.jpg,10-19,Female,White,1,0,6
train/2268.jpg,10-19,Female,Indian,1,0,2
train/2279.jpg,3-9,Male,Indian,3,1,2
train/2283.jpg,20-29,Male,Black,2,1,0
train/2292.jpg,20-29,Male,East Asian,2,1,1
train/2299.jpg,0-2,Male,White,0,1,6
train/2305.jpg,40-49,Female,Latino,5,0,3
train/2316.jpg,40-49,Female,Middle Eastern,5,0,4
train/2321.jpg,50-59,Female,Latino,6,0,3
train/2323.jpg,0-2,Male,Latino,0,1,3
train/2335.jpg,10-19,Female,Middle Eastern,1,0,4
train/2342.jpg,0-2,Female,Black,0,0,0
train/2347.jpg,30-39,Male,Latino,4,1,3
train/2353.jpg,50-59,Female,Latino,6,0,3
train/2355.jpg,3-9,Female,Black,3,0,0
train/2359.jpg,30-39,Female,Indian,4,0,2
train/2365.jpg,50-59,Female,Indian,6,0,2
train/2374.jpg,30-39,Female,East Asian,4,0,1
train/2377.jpg,40-49,Female,Middle Eastern,5,0,4
train/2384.jpg,40-49,Male,East Asian,5,1,1
train/2399.jpg,10-19,Male,East Asian,1,1,1
train/2409.jpg,3-9,Female,White,3,0,6
train/2414.jpg,60+,Male,Indian,7,1,2
train/2431.jpg,40-49,Male,Black,5,1,0
train/2432.jpg,50-59,Male,Latino,6,1,3
train/2433.jpg,60+,Female,East Asian,7,0,1
train/2440.jpg,0-2,Male,Middle Eastern,0,1,4
train/2450.jpg,20-29,Female,Latino,2,0,3
train/2459.jpg,30-39,Male,Black,4,1,0
train/2465.jpg,30-39,Female,Indian,4,0,2
train/2476.jpg,60+,Female,Latino,7,0,3
train/2478.jpg,60+,Female,Black,7,0,0
train/2480.jpg,10-19,Male,Indian,1,1,2
train/2492.jpg,3-9,Male,Black,3,1,0
train/2504.jpg,30-39,Female,Southeast Asian,4,0,5
train/2505.jpg,40-49,Female,Black,5,0,0
train/2506.jpg,10-19,Male,Latino,1,1,3
train/2510.jpg,3-9,Male,White,3,1,6
train/2516.jpg,20-29,Female,White,2,0,6
train/2520.jpg,50-59,Male,Southeast Asian,6,1,5
train/2523.jpg,30-39,Female,Latino,4,0,3
train/2524.jpg,30-39,Female,Latino,4,0,3
train/2525.jpg,0-2,Male,Black,0,1,0
train/2536.jpg,50-59,Male,Middle Eastern,6,1,4
train/2541.jpg,0-2,Male,Southeast Asian,0,1,5
train/2545.jpg,40-49,Male,Latino,5,1,3
train/2548.jpg,3-9,Female,White,3,0,6
train/2557.jpg,60+,Female,White,7,0,6
train/2563.jpg,10-19,Female,Latino,1,0,3
train/2564.jpg,30-39,Male,Latino,4,1,3
train/2566.jpg,3-9,Male,Latino,3,1,3
train/2571.jpg,3-9,Male,Southeast Asian,3,1,5
train/2574.jpg,10-19,Male,Middle Eastern,1,1,4
train/2581.jpg,60+,Male,Southeast Asian,7,1,5
train/2582.jpg,3-9,Female,Indian,3,0,2
train/2595.jpg,40-49,Female,Southeast Asian,5,0,5
train/2596.jpg,50-59,Female,White,6,0,6
train/2598.jpg,40-49,Male,Indian,5,1,2
train/2599.jpg,20-29,Female,East Asian,2,0,1
train/2631.jpg,3-9,Female,Indian,3,0,2
train/2636.jpg,30-39,Female,Latino,4,0,3
train/2637.jpg,60+,Female,White,7,0,6
train/2651.jpg,10-19,Female,East Asian,1,0,1
train/2658.jpg,3-9,Female,Latino,3,0,3
train/2665.jpg,10-19,Female,White,1,0,6
train/2668.jpg,20-29,Female,East Asian,2,0,1
train/2671.jpg,10-19,Male,White,1,1,6
train/2680.jpg,50-59,Male,Latino,6,1,3
train/2683.jpg,40-49,Male,Indian,5,1,2
train/2692.jpg,3-9,Female,White,3,0,6
train/2708.jpg,40-49,Female,East Asian,5,0,1
train/2709.jpg,50-59,Male,Southeast Asian,6,1,5
train/2711.jpg,30-39,Female,Southeast Asian,4,0,5
train/2713.jpg,50-59,Female,Indian,6,0,2
train/2716.jpg,60+,Male,White,7,1,6
train/2718.jpg,10-19,Female,Black,1,0,0
train/2721.jpg,50-59,Female,Black,6,0,0
train/2725.jpg,30-39,Male,Middle Eastern,4,1,4
train/2729.jpg,40-49,Female,White,5,0,6
train/2730.jpg,3-9,Male,White,3,1,6
train/2738.jpg,0-2,Female,Middle Eastern,0,0,4
train/2739.jpg,3-9,Female,White,3,0,6
train/2741.jpg,20-29,Female,White,2,0,6
train/2742.jpg,40-49,Female,Middle Eastern,5,0,4
train/2751.jpg,20-29,Male,Black,2,1,0
train/2752.jpg,10-19,Female,East Asian,1,0,1
train/2758.jpg,50-59,Male,Middle Eastern,6,1,4
train/2763.jpg,20-29,Female,Black,2,0,0
train/2779.jpg,30-39,Male,Middle Eastern,4,1,4
train/2780.jpg,60+,Male,Middle Eastern,7,1,4
train/2787.jpg,10-19,Male,White,1,1,6
train/2800.jpg,40-49,Female,Middle Eastern,5,0,4
train/2806.jpg,3-9,Male,Middle Eastern,3,1,4
train/2808.jpg,40-49,Female,Southeast Asian,5,0,5
train/2810.jpg,0-2,Female,White,0,0,6
train/2818.jpg,40-49,Male,Middle Eastern,5,1,4
train/2821.jpg,30-39,Male,Latino,4,1,3
train/2854.jpg,3-9,Male,White,3,1,6
train/2857.jpg,50-59,Female,Southeast Asian,6,0,5
train/2862.jpg,50-59,Female,White,6,0,6
train/2866.jpg,40-49,Female,Latino,5,0,3
train/2875.jpg,0-2,Male,East Asian,0,1,1
train/2876.jpg,30-39,Female,White,4,0,6
train/2878.jpg,10-19,Female,Indian,1,0,2
train/2879.jpg,60+,Male,Indian,7,1,2
train/2887.jpg,0-2,Male,Middle Eastern,0,1,4
train/2888.jpg,3-9,Male,Latino,3,1,3
train/2906.jpg,20-29,Female,Middle Eastern,2,0,4
train/2907.jpg,10-19,Male,Southeast Asian,1,1,5
train/2919.jpg,3-9,Male,Black,3,1,0
train/2922.jpg,0-2,Male,Middle Eastern,0,1,4
train/2929.jpg,40-49,Male,Black,5,1,0
train/2933.jpg,20-29,Male,White,2,1,6
train/2937.jpg,10-19,Male,Middle Eastern,1,1,4
train/2958.jpg,40-49,Female,East Asian,5,0,1
train/2959.jpg,30-39,Male,Southeast Asian,4,1,5
train/2960.jpg,3-9,Male,Black,3,1,0
train/2961.jpg,40-49,Female,Middle Eastern,5,0,4
train/2963.jpg,50-59,Female,Southeast Asian,6,0,5
train/2971.jpg,40-49,Male,White,5,1,6
train/2973.jpg,10-19,Female,Indian,1,0,2
train/2976.jpg,3-9,Female,Indian,3,0,2
train/2982.jpg,50-59,Male,White,6,1,6
train/2986.jpg,3-9,Male,Middle Eastern,3,1,4
train/3004.jpg,0-2,Male,Middle Eastern,0,1,4
train/3006.jpg,3-9,Female,Southeast Asian,3,0,5
train/3007.jpg,10-19,Female,Middle Eastern,1,0,4
train/3013.jpg,3-9,Male,Latino,3,1,3
train/3015.jpg,30-39,Male,Latino,4,1,3
train/3018.jpg,0-2,Female,East Asian,0,0,1
train/3029.jpg,30-39,Male,Latino,4,1,3
train/3031.jpg,0-2,Male,Latino,0,1,3
train/3045.jpg,60+,Female,Indian,7,0,2
train/3057.jpg,30-39,Female,Latino,4,0,3
train/3060.jpg,30-39,Male,Middle Eastern,4,1,4
train/3067.jpg,60+,Male,Southeast Asian,7,1,5
train/3069.jpg,10-19,Female,White,1,0,6
train/3094.jpg,50-59,Female,Indian,6,0,2
train/3096.jpg,40-49,Male,East Asian,5,1,1
train/3097.jpg,20-29,Female,East Asian,2,0,1
train/3102.jpg,20-29,Male,Middle Eastern,2,1,4
train/3104.jpg,50-59,Male,Southeast Asian,6,1,5
train/3107.jpg,20-29,Female,Black,2,0,0
train/3112.jpg,20-29,Female,Indian,2,0,2
train/3115.jpg,40-49,Female,Indian,5,0,2
train/3122.jpg,20-29,Female,Middle Eastern,2,0,4
train/3124.jpg,10-19,Male,White,1,1,6
train/3127.jpg,50-59,Female,Black,6,0,0
train/3136.jpg,50-59,Male,White,6,1,6
train/3139.jpg,3-9,Female,Black,3,0,0
train/3144.jpg,20-29,Male,East Asian,2,1,1
train/3154.jpg,3-9,Female,Latino,3,0,3
train/3156.jpg,60+,Female,White,7,0,6
train/3157.jpg,10-19,Male,Indian,1,1,2
train/3158.jpg,30-39,Male,East Asian,4,1,1
train/3159.jpg,60+,Female,White,7,0,6
train/3176.jpg,0-2,Male,White,0,1,6
train/3181.jpg,40-49,Male,East Asian,5,1,1
train/3182.jpg,3-9,Male,White,3,1,6
train/3183.jpg,20-29,Female,Indian,2,0,2
train/3184.jpg,3-9,Female,Indian,3,0,2
train/3200.jpg,40-49,Male,Latino,5,1,3
train/3205.jpg,60+,Female,Latino,7,0,3
train/3226.jpg,10-19,Female,Black,1,0,0
train/3227.jpg,60+,Male,White,7,1,6
train/3228.jpg,3-9,Male,East Asian,3,1,1
train/3236.jpg,0-2,Male,White,0,1,6
train/3249.jpg,10-19,Female,Middle Eastern,1,0,4
train/3254.jpg,3-9,Female,Middle Eastern,3,0,4
train/3257.jpg,50-59,Male,East Asian,6,1,1
train/3259.jpg,0-2,Male,White,0,1,6
train/3260.jpg,20-29,Female,East Asian,2,0,1
train/3268.jpg,50-59,Male,Latino,6,1,3
train/3289.jpg,30-39,Male,Indian,4,1,2
train/3290.jpg,40-49,Female,White,5,0,6
train/3296.jpg,40-49,Female,Latino,5,0,3
train/3301.jpg,60+,Female,Middle Eastern,7,0,4
train/3314.jpg,60+,Male,Middle Eastern,7,1,4
train/3317.jpg,40-49,Female,White,5,0,6
train/3337.jpg,10-19,Female,Black,1,0,0
train/3345.jpg,10-19,Female,White,1,0,6
train/3346.jpg,10-19,Female,White,1,0,6
